u,g,r,i,z,Teff,FeH
21.09932,18.59152,17.1903,16.51702,16.1484,3858,-0.06
18.68898,17.35948,16.8604,16.66504,16.56426,5467,-0.4
20.35283,18.26658,17.42376,17.10956,16.92495,4576,-0.39
20.78966,18.22571,16.80894,15.90181,15.3944,3980,-0.04
20.83151,18.28604,16.83898,15.96014,15.48355,3980,-0.04
19.85474,18.1669,17.474,17.20893,17.04315,4861,-0.66
20.93484,18.5037,17.11066,16.12969,15.56488,3717,-0.2
21.41845,18.80069,17.46476,16.76264,16.36887,3858,-0.06
21.24803,18.56254,17.19875,16.57813,16.23687,3890,0.28
20.4174,18.17157,17.11653,16.69058,16.43188,4382,-0.28
19.18158,17.98631,17.56778,17.37293,17.30875,5651,-0.32
19.70491,17.95647,17.2736,17.03652,16.9231,5059,-0.16
20.10796,17.90119,16.87396,16.47948,16.252,4353,-0.47
18.1581,17.03923,16.61465,16.46789,16.41928,5720,-0.54
17.99372,16.94728,16.61621,16.47613,16.43536,6000,-2
21.61051,18.85776,17.60205,17.12638,16.85496,4382,-0.28
21.43132,18.83163,17.40193,15.73022,14.79798,3714,-0.57
20.97112,18.36472,17.17891,16.75072,16.5054,4382,-0.28
21.29707,18.93764,17.48373,16.70673,16.2533,3980,-0.04
18.4602,17.27893,16.86868,16.71618,16.65309,5748,-0.42
19.0952,17.4244,16.77851,16.5414,16.40956,5059,-0.16
20.83061,18.24245,17.04138,16.48215,16.10548,3962,-0.36
20.22233,17.81193,16.73145,16.33173,16.06179,4382,-0.28
18.87869,17.82045,17.40777,17.26769,17.23309,5720,-0.54
21.06876,18.59161,17.24974,16.6285,16.27323,3962,-0.36
21.14768,18.55159,17.1221,16.42926,16.02244,3858,-0.06
18.80622,17.69074,17.30959,17.17235,17.14312,5704,-0.74
20.67695,18.20548,16.91386,16.40838,16.06655,3890,0.28
21.40678,18.8245,17.56625,16.9998,16.6612,3962,-0.36
21.37932,18.90549,17.56949,16.69329,16.21845,3690,0.05
18.91574,17.35197,16.76447,16.54644,16.44115,5285,-0.71
21.03976,18.37677,17.19081,16.67904,16.3667,4382,-0.28
19.9482,17.76803,16.90156,16.5748,16.38459,4576,-0.39
18.86439,17.91786,17.59156,17.46754,17.4227,6000,-2
20.00841,17.7559,16.78735,16.42159,16.22133,4576,-0.39
18.67574,17.49476,17.07946,16.94269,16.85175,5651,-0.32
21.41547,19.00897,17.58506,16.67188,16.19437,3980,-0.04
20.24698,18.11173,17.11264,16.66423,16.41106,4576,-0.39
18.98429,17.50754,16.99797,16.8201,16.73912,5285,-0.71
20.82625,18.23176,16.78174,16.00436,15.5127,3980,-0.04
20.48062,17.98656,16.85549,16.45375,16.22916,4382,-0.28
20.61754,18.27937,17.26301,16.87979,16.62783,4382,-0.28
18.65319,17.71475,17.45859,17.34631,17.32641,6500,-2
20.6796,18.17397,16.84793,15.56318,14.8521,3717,-0.2
19.76537,18.22749,17.61918,17.39111,17.24717,5221,-0.24
20.72312,18.13247,17.04548,16.66482,16.46097,4382,-0.28
18.33351,17.27441,16.9439,16.81009,16.75609,5966,-0.72
18.23962,17.11235,16.66226,16.49823,16.42446,5720,-0.54
18.30051,17.2396,16.90651,16.79273,16.72908,5966,-0.72
19.67489,17.80385,17.05023,16.73767,16.56747,4861,-0.66
19.52482,18.12275,17.58677,17.35046,17.24827,5720,-0.54
18.50798,17.33479,17.0466,16.93717,16.87671,6500,-1
21.16361,18.40556,17.02614,15.94933,15.3681,3717,-0.2
20.44213,18.42062,17.6395,17.33042,17.1651,4955,-0.23
17.80377,16.9096,16.70128,16.62686,16.59475,6162,-2.26
20.42685,18.24253,17.15868,16.71028,16.45887,4353,-0.47
19.07924,17.40228,16.75043,16.53949,16.42694,5261,-0.03
19.55236,18.0797,17.47165,17.25418,17.11187,5221,-0.24
21.30033,18.77767,17.49154,16.88044,16.53658,3962,-0.36
20.9495,18.63893,17.52814,17.08277,16.81158,4382,-0.28
21.40318,18.87795,17.4553,16.68209,16.25612,3858,-0.06
21.21581,18.53876,17.11893,16.3851,15.94754,3980,-0.04
20.92006,18.47704,17.23712,16.73812,16.44702,3962,-0.36
18.25573,17.35073,17.07411,16.99281,16.93581,6162,-2.26
21.10397,18.74463,17.32791,16.52742,16.039,3980,-0.04
20.72236,18.26929,17.13311,16.72547,16.49948,4382,-0.28
20.4612,18.02242,16.75276,16.26318,15.96303,4382,-0.28
19.98128,17.81756,16.90612,16.50854,16.2989,4576,-0.39
19.91811,17.72851,16.83477,16.5125,16.28279,4775,-0.12
19.43892,17.60333,16.82059,16.52452,16.35028,4955,-0.23
20.73599,18.21219,16.89868,16.21777,15.81753,3858,-0.06
19.4942,18.03066,17.4835,17.27366,17.15618,5221,-0.24
18.9557,17.76397,17.39671,17.26907,17.22148,5790,-0.65
19.22844,17.92163,17.40799,17.2371,17.15811,5467,-0.4
18.6628,17.21449,16.67637,16.48922,16.3915,5467,-0.4
20.93918,18.35123,16.9875,16.39173,16.04721,3962,-0.36
20.01765,18.08383,17.20706,16.86654,16.70608,4576,-0.39
18.61143,17.29429,16.78116,16.58647,16.51054,5467,-0.4
18.97074,17.97579,17.58574,17.42329,17.34171,6000,-1.5
19.3509,18.18126,17.93111,17.85048,17.78551,6000,0
20.84375,19.62019,19.3924,19.34269,19.37614,6808,-1.24
19.77432,18.84652,18.59013,18.53685,18.53769,7000,-1
17.65794,16.57822,16.20777,16.07531,16.04073,6000,-1
20.33673,19.31722,19.01091,18.93871,18.88228,6500,-2
20.50291,19.21384,19.06682,19.01621,18.98074,6500,-1
20.08026,19.70367,19.93573,20.14586,20.09008,9000,-2.5
16.83683,15.13284,14.58059,14.77945,14.36921,5563,-0.02
24.85049,25.1139,22.86499,20.43693,18.79195,5302,-0.19
19.39298,18.12826,17.89974,17.81908,17.79936,6500,-1.5
18.58307,18.11658,18.17877,18.28567,18.45263,7652,0.06
20.21598,18.43309,17.66787,17.37124,17.21811,4576,-0.39
21.65309,19.16258,17.7794,16.9298,16.44577,3705,0.6
19.61493,18.43698,17.90397,17.66282,17.45457,5000,0
20.23326,18.86502,18.33992,18.15232,18.10164,5047,-1.34
21.98173,19.70119,18.26983,17.0069,16.32075,3717,-0.2
20.71763,19.05345,18.41518,18.1817,18.04977,5059,-0.16
19.41643,18.18055,17.82623,17.70737,17.65729,5873,-0.45
22.48942,19.69844,18.26074,17.14067,16.561,3717,-0.2
22.15819,19.28477,17.90508,17.22313,16.83998,3858,-0.06
21.59368,19.33537,18.41318,18.04094,17.81723,4576,-0.39
22.04182,19.41509,18.19229,17.71611,17.4301,3962,-0.36
21.73318,19.44652,18.45749,18.11625,17.8847,4353,-0.47
19.81322,18.82596,18.43345,18.30093,18.18591,5873,-0.45
20.14658,18.91115,18.42017,18.22268,18.19052,5377,-0.35
21.69734,19.31411,18.16802,17.6475,17.35782,4382,-0.28
22.31908,19.79688,18.36388,17.128,16.4534,3717,-0.2
21.58108,19.37576,18.39177,17.99802,17.7886,4576,-0.39
20.67021,18.5866,17.70086,17.38583,17.22719,4576,-0.39
19.67588,18.68424,18.31402,18.1735,18.08059,5790,-0.65
20.89392,18.70679,17.79427,17.45066,17.28538,4576,-0.39
19.12605,18.03544,17.57149,17.37517,17.27461,5613,-0.94
20.01234,18.60464,18.01749,17.82659,17.719,5221,-0.24
21.64209,19.22772,18.04638,17.54721,17.29744,4382,-0.28
21.42922,19.23791,18.4418,18.14054,18.01268,4528,0.07
22.21227,19.33413,18.11859,17.62947,17.34211,4382,-0.28
22.59014,19.79125,18.29788,17.31015,16.77541,3717,-0.2
22.20115,19.77363,18.32841,17.4771,16.99778,3980,-0.04
21.82527,19.62788,18.17658,17.30952,16.80133,3690,0.05
20.71674,19.03219,18.43424,18.202,18.10768,5059,-0.16
23.2576,19.72584,18.22088,17.33814,16.81207,3980,-0.04
22.32374,19.22502,17.934,17.43147,17.13048,3962,-0.36
21.77237,19.45293,18.34593,17.8971,17.68867,4382,-0.28
22.6576,19.86881,18.45205,17.49926,16.96255,3717,-0.2
21.97014,19.40152,18.00326,17.1233,16.61887,3690,0.05
22.67097,19.79813,18.44785,17.16625,16.45182,3717,-0.2
22.54114,19.93524,18.39759,17.21581,16.5547,3717,-0.2
19.72071,18.53742,18.06311,17.828,17.70987,5769,-1.61
19.51426,18.6796,18.37478,18.27172,18.21093,5949,-1.7
22.17314,19.32403,17.99983,16.93064,16.33054,3717,-0.2
19.94157,18.63064,18.10691,17.90931,17.77714,5073,-1.44
21.7818,19.57181,18.21712,17.60673,17.26648,3962,-0.36
21.22116,19.31644,18.50086,18.10196,17.86429,4576,-0.39
21.8551,19.10358,17.67914,16.89522,16.43607,3858,-0.06
19.72032,18.75741,18.49431,18.41755,18.41587,6500,-1.5
19.95838,18.35356,17.72084,17.47569,17.35712,5059,-0.16
20.52102,18.87523,18.1146,17.85925,17.74611,5000,0
21.60084,19.19198,18.20624,17.84268,17.6334,4576,-0.39
20.39103,19.01916,18.43372,18.13478,17.97205,5152,-1.42
20.50538,18.71656,18.03865,17.74938,17.61176,5059,-0.16
20.24931,18.6437,18.0104,17.75948,17.63295,5059,-0.16
22.05064,19.54379,18.54797,18.22941,18.00364,4576,-0.39
22.37755,19.76745,18.55635,18.05248,17.78523,3962,-0.36
22.31106,19.72089,18.28365,17.30924,16.76383,3717,-0.2
19.83238,18.56732,18.0679,17.82656,17.74151,5621,-1.02
22.23932,19.3387,18.05226,17.49965,17.17806,3890,0.28
20.39032,18.45824,17.7241,17.47704,17.38019,4955,-0.23
20.81236,18.87749,18.05325,17.77608,17.58111,4576,-0.39
22.36668,19.23652,17.85064,17.09128,16.66104,3858,-0.06
21.40869,18.90487,17.76327,17.38529,17.12429,4382,-0.28
22.01927,19.50483,18.53782,18.21339,17.97176,4576,-0.39
22.36087,19.69745,18.2217,16.82747,16.06554,3717,-0.2
20.86609,18.87943,18.123,17.85749,17.71808,4955,-0.23
21.69193,19.06696,17.66428,16.86816,16.42779,3980,-0.04
22.8077,19.80252,18.3331,16.80784,15.99239,3717,-0.2
22.15164,19.26153,17.99434,17.41032,17.11396,4382,-0.28
21.9825,19.72183,18.42022,17.79271,17.42519,3858,-0.06
22.65825,19.54374,18.1035,17.29268,16.84817,3980,-0.04
21.85991,19.54707,18.50522,18.08176,17.84604,4382,-0.28
18.86527,17.92213,17.61534,17.49107,17.48229,6000,-2
20.6358,18.79132,18.0315,17.73859,17.61605,4576,-0.39
22.48674,19.75827,18.29216,17.62201,17.23509,3858,-0.06
21.82147,19.23517,17.89046,17.0362,16.56822,3690,0.05
20.78273,18.99696,18.30395,18.14073,18.02853,5294,0.34
22.30265,19.85414,18.35933,17.4748,17.02225,3980,-0.04
21.39144,19.10117,17.63139,16.568,15.9525,3717,-0.2
22.69818,19.79557,18.30136,17.10604,16.46136,3717,-0.2
20.01878,18.58393,17.99135,17.78607,17.74498,5059,-0.16
21.06398,19.07333,18.23794,17.8888,17.68044,4576,-0.39
21.973,19.78625,18.47355,17.92795,17.56895,3962,-0.36
20.91735,19.10217,18.36581,18.07068,17.9058,4576,-0.39
19.89625,18.59322,18.1179,17.89796,17.81551,5152,-1.42
22.10569,19.29962,17.99708,17.27526,16.87318,3980,-0.04
22.86083,20.06877,18.52857,17.46696,16.92745,3717,-0.2
18.96136,18.01484,17.8602,17.81818,17.86998,7000,-2
20.41821,18.44601,17.62855,17.29956,17.17382,4576,-0.39
20.90045,18.6689,17.69552,17.31789,17.12901,4382,-0.28
19.78008,18.46043,17.9731,17.8071,17.74605,5320,-0.76
22.75764,19.76688,18.38663,17.59337,17.14854,3980,-0.04
20.74057,18.57281,17.60325,17.24824,16.98715,4576,-0.39
21.39879,19.29996,18.21431,17.85792,17.60237,4382,-0.28
22.12161,19.84381,18.4732,17.62394,17.14255,3690,0.05
19.11457,18.00605,17.66434,17.54093,17.49583,5935,-0.54
21.01735,19.10743,18.23572,17.99786,17.79836,4576,-0.39
21.49404,18.8368,17.74175,17.29218,17.02814,4382,-0.28
22.54237,19.62319,18.32396,17.71437,17.37853,3890,0.28
20.49027,19.02907,18.47345,18.28602,18.1608,5285,-0.71
22.18349,19.79075,18.30397,16.90599,16.1721,3717,-0.2
20.68805,18.92448,18.27027,18.07287,17.97942,5059,-0.16
21.80397,19.21111,17.83762,16.53351,15.86114,3717,-0.2
22.68723,19.86446,18.50258,17.89589,17.58917,3962,-0.36
20.89203,18.96506,18.15625,17.87086,17.68218,4576,-0.39
21.97646,19.67736,18.33444,17.66719,17.27744,3858,-0.06
21.62201,19.50437,18.45874,18.08699,17.83711,4382,-0.28
21.83163,19.36261,17.92589,17.0335,16.53535,3980,-0.04
22.79564,19.78624,18.30582,16.80576,16.01076,3717,-0.2
21.30945,19.14408,18.23683,17.92678,17.75423,4576,-0.39
21.31682,18.96941,18.0193,17.64193,17.47195,4382,-0.28
19.42198,18.55116,18.33334,18.26031,18.255,6162,-2.26
22.15304,19.61074,18.26782,17.27043,16.71634,3717,-0.2
21.63949,19.06778,17.75361,17.22227,16.91746,3962,-0.36
22.13693,19.58844,18.39824,17.90077,17.67131,4382,-0.28
19.50672,18.55162,18.23388,18.09806,18.09489,5949,-1.7
20.06238,18.47995,17.82063,17.57079,17.47108,5059,-0.16
20.22983,18.70506,18.1186,17.87438,17.79204,5059,-0.16
20.14721,18.90719,18.46964,18.32031,18.23349,5704,-0.74
21.54472,19.34787,18.45924,18.14843,17.93864,4576,-0.39
18.45595,17.47855,17.142,16.9939,16.94368,6000,-1.5
17.86221,16.92171,16.68516,16.58275,16.54985,6162,-2.26
20.71539,18.1134,16.72708,15.41128,14.67688,3717,-0.2
21.07215,18.55555,17.26781,16.63032,16.26012,3962,-0.36
21.45774,18.97966,17.56768,16.86722,16.46335,3858,-0.06
19.44718,17.91612,17.29892,17.04819,16.90772,5059,-0.16
19.44485,18.06847,17.59612,17.40611,17.36598,5476,-0.32
21.63984,18.84957,17.6036,17.07116,16.76144,3962,-0.36
19.52511,17.67733,16.97008,16.71802,16.57444,4955,-0.23
18.14067,17.04096,16.62259,16.49236,16.40827,5704,-0.74
19.63612,18.19174,17.65956,17.44685,17.3362,6000,-0.5
20.19876,17.98814,17.15149,16.87371,16.78519,4775,-0.12
19.62357,18.10389,17.50948,17.29492,17.15949,5221,-0.24
20.5045,18.14012,16.9698,16.51172,16.24955,4382,-0.28
20.6433,18.1317,16.693,15.97777,15.56985,3858,-0.06
18.21056,17.04343,16.67379,16.52677,16.44135,6000,-1.5
21.21864,18.84873,17.57912,16.95184,16.60694,3962,-0.36
18.90845,17.7145,17.21871,17.0214,16.92905,5665,-0.99
19.89419,18.12114,17.45592,17.23458,17.12529,5169,-0.17
19.60446,17.58108,16.68971,16.37057,16.19737,4576,-0.39
20.64222,18.00142,16.63175,15.94854,15.56164,3858,-0.06
18.5463,17.41214,16.99977,16.84514,16.74826,5704,-0.74
17.32681,16.34407,16.09427,16.01285,15.97473,6000,0
21.49433,18.83415,17.48264,16.91149,16.57838,3962,-0.36
19.73418,18.0562,17.36014,17.14287,17.00474,5059,-0.16
21.75101,19.07797,17.61052,16.74321,16.24886,3980,-0.04
20.43948,18.1139,17.0779,16.68133,16.42872,4353,-0.47
20.7419,18.57988,17.49319,17.03977,16.78102,4353,-0.47
20.4213,18.27291,17.48108,17.22085,17.04037,4955,-0.23
21.22683,18.61095,17.29109,16.68547,16.36668,3962,-0.36
18.78855,17.87329,17.53846,17.42642,17.37033,6000,-1.5
20.08501,18.18038,17.43164,17.14367,16.97923,4671,-0.51
18.54243,17.61003,17.27049,17.13642,17.09146,6000,-1.5
18.669,17.70629,17.44737,17.36507,17.36357,7134,-0.07
18.61004,17.55692,17.14861,16.99292,16.92233,5790,-0.65
20.85115,18.47217,17.39233,16.95381,16.65251,4382,-0.28
20.52509,18.12618,17.04741,16.65111,16.42297,4382,-0.28
18.25488,17.25869,16.96203,16.83108,16.78731,6000,-1.5
18.97537,17.4126,16.80271,16.58195,16.46694,5221,-0.24
20.86336,18.31864,17.00585,16.44246,16.12881,3962,-0.36
17.90616,16.97172,16.67541,16.53776,16.47596,6000,-1.5
21.13638,18.42036,17.01155,16.36011,15.97556,3858,-0.06
20.13361,18.3026,17.59753,17.37467,17.25868,5169,-0.17
21.32708,18.72663,17.31535,16.1636,15.53461,3717,-0.2
18.72217,17.79869,17.54209,17.42426,17.37291,6500,-2
19.42911,17.78623,17.13734,16.91684,16.78003,5169,-0.17
21.33651,18.80592,17.51294,16.87957,16.51348,3858,-0.06
19.49324,17.8905,17.31587,17.07389,16.94725,5474,-0.67
20.8783,18.40873,17.40943,16.96318,16.72975,4382,-0.28
18.72077,17.50256,17.08383,16.92993,16.85098,5748,-0.42
20.57867,18.20119,16.85367,16.03778,15.58244,3690,0.05
21.12522,18.63415,17.23711,16.11432,15.47603,3717,-0.2
20.62431,18.47217,17.58442,17.23368,17.0046,4576,-0.39
20.62489,18.49865,17.60874,17.29582,17.1249,4576,-0.39
21.46758,19.03761,17.60066,16.87629,16.46867,3858,-0.06
20.08994,18.26205,17.48779,17.18451,17.00318,4955,-0.23
20.41165,18.10664,17.15397,16.80558,16.59334,4576,-0.39
21.42923,18.85002,17.49829,16.80229,16.41591,3858,-0.06
18.41101,17.10926,16.64098,16.46396,16.38421,5476,-0.32
20.98091,18.47856,17.15425,16.5451,16.1394,3890,0.28
20.19263,18.21865,17.39256,17.08124,16.89803,4955,-0.23
21.53166,18.81435,17.45401,16.80809,16.46084,3858,-0.06
19.34192,17.68251,17.0316,16.79308,16.70164,5059,-0.16
19.1782,17.45366,16.77082,16.53673,16.39675,5169,-0.17
21.1041,18.56538,17.38552,16.92905,16.68757,4382,-0.28
18.62871,17.60739,17.23408,17.07188,17.041,5665,-0.99
19.04397,17.51106,16.87335,16.61114,16.48303,5059,-0.16
21.45898,18.95618,17.49441,16.39046,15.78573,3717,-0.2
20.11639,18.20848,17.50931,17.22192,17.06562,4955,-0.23
21.25847,18.86118,17.57551,17.02738,16.67896,3962,-0.36
18.52031,17.49323,17.18298,17.06029,17.02743,6000,-1.5
18.8595,17.89575,17.58615,17.463,17.429,6000,-1.5
19.69514,17.74327,16.98825,16.72321,16.61249,4955,-0.23
19.54653,17.72888,16.98029,16.70263,16.55095,4955,-0.23
20.72663,18.13432,16.80318,16.24001,15.93828,3962,-0.36
18.59482,17.57892,17.27817,17.16193,17.15215,5949,-1.7
21.3232,18.47277,17.22031,16.7146,16.44028,4382,-0.28
21.43658,18.96653,17.58251,16.75624,16.27134,3980,-0.04
19.96888,18.74054,18.23526,18.04218,17.95089,5320,-0.76
21.83967,19.54095,18.35574,17.91831,17.65907,4382,-0.28
20.48061,18.74034,18.02568,17.76225,17.62145,5059,-0.16
22.72405,20.02132,18.51936,17.4847,16.88804,3717,-0.2
22.21038,19.47725,18.12316,17.46699,17.06588,3858,-0.06
19.89552,18.80424,18.3578,18.20256,18.09185,5405,-1.7
19.57924,18.51185,18.18766,17.99696,17.93033,5961,-1.16
22.05543,19.85134,18.56571,17.97,17.61089,3962,-0.36
22.18689,19.74057,18.39311,17.42515,16.848,3717,-0.2
20.36365,18.79955,18.14153,17.92777,17.7845,5059,-0.16
20.26297,18.73706,18.12004,17.89171,17.7973,5285,-0.71
19.27584,18.26679,17.91268,17.82224,17.73663,5895,-1.05
22.17846,19.91132,18.4444,17.7048,17.25601,3980,-0.04
21.88499,19.4993,18.48862,18.11418,17.86845,4576,-0.39
21.12458,19.06366,18.0839,17.68405,17.44526,4576,-0.39
20.83579,18.66259,17.79236,17.51855,17.35401,4576,-0.39
20.24353,18.68127,18.04517,17.80686,17.62188,5059,-0.16
21.7253,19.14608,17.91506,17.38329,17.05391,3962,-0.36
21.64661,18.99325,17.67597,17.0909,16.75508,3962,-0.36
22.90246,19.9583,18.52573,17.64791,17.1565,3717,-0.2
20.86695,18.90124,18.10278,17.79678,17.63792,4955,-0.23
21.64671,19.70188,18.53158,18.00259,17.72526,3962,-0.36
19.44092,18.35797,17.9057,17.71344,17.64874,5405,-1.7
21.55779,19.08964,18.03716,17.6382,17.42883,4382,-0.28
22.30156,19.53438,18.06775,16.79962,16.13819,3717,-0.2
21.58833,19.38157,18.43271,18.0878,17.9044,4382,-0.28
22.01061,19.29078,18.2303,17.78183,17.52796,4382,-0.28
19.50614,18.35738,17.93531,17.80992,17.7728,5373,-1.08
21.67696,19.0492,17.75941,17.19597,16.89583,3962,-0.36
21.82108,19.10094,17.67056,16.80329,16.32834,3980,-0.04
19.05958,18.09512,17.92766,17.8927,17.90772,7000,-1.5
19.78461,18.74055,18.44864,18.31728,18.27294,6000,-1.5
20.09998,18.74482,18.21139,17.99314,17.86515,5073,-1.44
19.75674,18.56194,18.13131,17.99152,17.87875,5474,-0.67
22.98153,19.81102,18.39241,17.31648,16.6716,3717,-0.2
21.01782,19.06444,18.26882,17.92125,17.70098,4576,-0.39
22.29761,19.53228,18.13898,16.92874,16.24599,3717,-0.2
21.64766,19.30349,17.79343,16.46885,15.7269,3717,-0.2
19.7948,18.57518,18.03565,17.78146,17.64619,5047,-1.34
23.20551,19.86484,18.43119,17.13482,16.4612,3717,-0.2
21.83849,19.43485,18.00368,17.25231,16.81488,3858,-0.06
21.87516,19.28963,17.85081,16.76365,16.17712,3717,-0.2
22.73973,20.01757,18.56342,17.72905,17.25402,3980,-0.04
21.4113,19.18234,17.86785,17.25657,16.89166,3962,-0.36
19.49374,18.35726,17.89693,17.72989,17.55516,5320,-0.76
22.77012,19.42747,17.961,16.74691,16.05347,3717,-0.2
21.25407,19.11992,18.22125,17.86064,17.6238,4576,-0.39
22.09226,19.5994,18.37644,17.86958,17.5579,4382,-0.28
21.75386,19.17543,17.95236,17.42888,17.13613,3962,-0.36
17.5683,16.33926,16.50531,16.62241,16.71804,8554,0.1
20.41224,19.13231,19.21644,19.3593,19.41818,8554,0.1
20.14393,19.17824,19.03369,19.0007,18.97195,7368,-0.25
19.07298,18.06266,17.94255,17.92776,17.96856,7000,-1.5
18.46715,17.29644,17.36714,17.44569,17.5369,8500,-1.5
23.97182,21.72775,20.28832,18.92071,18.24491,3717,-0.2
19.50203,18.60735,18.36958,18.31077,18.25983,6000,-2.5
20.43078,19.54216,19.34199,19.23561,19.32803,6000,-2.5
18.61023,17.70977,17.41681,17.2983,17.31442,6000,-2.5
19.97776,19.00779,18.75655,18.67967,18.60587,6000,-2
18.60662,17.59452,17.43786,17.39811,17.44583,7000,-1.5
16.96819,16.03582,15.7342,15.62695,15.57569,6000,-2
20.06351,19.14664,18.91256,18.81507,18.71221,6500,-1.5
18.77493,17.6472,17.25909,17.11547,17.06834,5704,-0.64
16.97457,15.7859,15.32505,15.16091,15.08877,5373,-1.08
20.29944,19.96365,20.26288,20.4527,20.74201,9000,-2.5
20.27702,20.0016,20.22144,20.51254,20.8675,7118,-0.15
18.70564,17.47811,17.21542,16.90646,16.81883,5661,-0.37
22.53769,20.56125,19.74258,19.41728,19.20088,4727,0.05
18.09245,18.0581,18.41374,18.71088,19.05369,9000,-2.5
25.19244,22.34767,20.64955,19.36157,18.54968,3717,-0.2
19.06822,17.80601,17.33803,17.16516,17.09147,5474,-0.67
17.89559,16.71264,16.2921,16.1399,16.07841,5661,-0.37
18.30769,17.13253,17.30682,17.42491,17.5557,9000,-1.5
19.47595,18.6116,18.52926,18.76056,18.28581,6500,-1
25.06867,23.6932,22.45399,19.93896,18.24219,13050,0.05
17.9875,16.92518,16.7544,16.69992,16.70016,7000,-1
20.27504,19.18967,19.09616,19.11636,19.08376,8500,-1
22.4547,20.09622,18.92336,18.904,18.22442,4382,-0.28
19.96683,19.23543,19.01328,18.91628,18.8835,6000,0
16.73675,15.45087,15.58862,15.6967,15.74901,8500,-2.5
19.413,19.45247,19.7974,20.02618,20.24302,9000,-2.5
19.0842,18.58609,18.70144,18.78207,18.93481,9000,-2.5
24.51049,24.85361,22.95666,20.65664,18.74464,6361,0.15
17.22532,16.01012,15.57524,15.42594,15.3747,5661,-0.37
19.9254,18.18305,17.47061,17.17313,16.99708,6000,-0.5
19.56765,18.56649,17.54709,17.83465,17.64453,5651,-0.32
18.91782,17.8952,17.83662,17.88035,17.93283,8500,-2
19.39672,18.26792,18.20847,18.20463,18.29971,8500,-0.5
20.05621,19.86002,20.11008,20.3485,20.66483,9000,-2.5
20.41605,19.20641,19.31185,19.43755,19.31199,7500,-2
19.17766,17.95674,17.49499,17.32514,17.24203,5661,-0.37
18.42942,17.37391,17.16127,17.08194,17.10048,7000,-1
18.7746,17.64604,17.22892,17.07624,17.01672,5790,-0.65
18.58258,17.63369,17.25319,17.11551,17.04676,6000,-1.5
22.07953,20.66916,19.64183,19.08374,18.68372,3980,-0.04
18.76111,17.7536,17.58573,17.5295,17.52057,7000,-1.5
20.56926,19.14186,18.55069,18.34193,18.20186,5261,-0.03
19.7943,17.99894,17.27522,17.19596,16.95751,5169,-0.17
19.12476,18.09444,17.98259,17.94461,18.00469,7500,-1.5
17.88993,16.74565,16.34473,16.20389,16.1486,5373,-1.08
18.84043,18.71564,18.84358,18.89882,18.98155,11048,0.91
20.19175,19.74415,19.86048,19.98987,20.11658,9000,-2.5
18.21599,17.09763,16.98454,16.97535,16.98902,7500,-0.5
18.86591,17.72786,17.28209,17.13251,17.04397,5704,-0.74
19.98574,18.62081,17.54545,17.02457,16.71264,3962,-0.36
19.84349,18.91639,18.64634,18.54101,18.48142,7000,-2.5
23.37723,20.76297,19.17206,17.0157,15.80868,3717,-0.2
18.32485,17.10037,16.64862,16.76443,16.41002,5625,-0.21
22.70197,19.83147,18.49734,17.96366,17.58759,3890,0.28
18.28353,17.04901,16.61657,16.43054,16.39043,5575,-0.15
18.05202,18.02605,18.41952,18.7427,18.98001,8500,-2.5
19.1483,17.91364,17.3944,17.20837,17.13239,5320,-0.76
18.34217,17.25572,17.17683,17.17297,17.17624,7500,-2.5
19.57827,19.1125,19.04763,19.05518,19.07649,8500,-1.5
20.22211,17.95196,16.98419,16.64144,16.4465,4576,-0.39
18.48365,17.34666,17.21329,17.19497,17.20303,7500,-0.5
18.10443,16.90255,16.74719,16.70753,16.71186,7500,-2
18.5905,17.65721,17.35924,17.25121,17.20916,6500,-2
18.42842,17.20187,16.75126,16.58096,16.53263,5661,-0.37
24.20805,22.39873,21.08563,19.68045,18.9538,3717,-0.2
19.89815,18.71209,18.59174,18.55125,18.50248,7500,-2
19.24252,18.20016,18.10248,18.0913,18.07766,7500,-1.5
25.53182,22.3603,20.89135,19.45732,18.67188,3717,-0.2
18.84886,17.59232,17.42728,17.39354,17.40529,7500,-1.5
20.48793,19.32804,19.09203,19.11071,18.97906,6500,-1.5
18.98591,17.74454,17.53893,17.47539,17.44965,7500,-1
18.10775,17.07378,16.779,16.6557,16.65875,6000,-1.5
21.89306,20.5601,19.85247,19.68763,19.48759,5100,-1.82
18.56611,17.269,16.64553,16.37108,16.19974,5651,-0.32
17.60041,16.25314,15.69786,15.46305,15.34625,5651,-0.32
20.32071,19.1646,18.98771,18.93402,18.98971,7500,-1
18.20566,16.99211,16.56167,16.40608,16.33955,5720,-0.54
18.61315,17.45258,16.97596,16.78189,16.71016,5704,-0.74
18.96831,17.94357,17.52737,17.34416,17.25019,6000,-1.5
18.83623,17.59344,17.15877,16.98741,16.91079,5671,-0.18
20.10763,18.87893,18.43262,18.27557,18.23965,6000,-1
19.79398,18.21695,17.67345,17.41159,17.42113,5261,-0.03
21.67786,19.37012,18.21144,17.75154,17.47053,4382,-0.28
21.46295,19.00986,17.9846,17.59217,17.36271,4382,-0.28
19.10218,18.09479,17.67343,17.46902,17.39934,5405,-1.7
19.95172,18.3244,17.66327,17.41425,17.293,5059,-0.16
21.74124,19.41252,18.31514,17.88249,17.61976,4382,-0.28
20.48917,18.64448,17.83637,17.53687,17.37498,4576,-0.39
