u,g,r,i,z,Teff
20.17945,19.11229,18.75086,18.61575,18.92572,6000
19.74827,18.13244,17.56746,17.50248,17.28932,5261
19.93932,19.97081,20.27775,20.53751,20.63346,9000
18.9269,17.64645,17.62584,17.66534,17.74384,7118
23.52748,22.2693,20.61735,18.39108,17.14072,3717
20.12053,19.08727,18.89375,18.8297,18.89103,7000
20.40455,19.93458,20.05914,20.17629,20.96162,7652
23.49991,22.24801,20.63314,18.76805,17.61055,3717
18.6046,18.2029,18.36825,18.55532,18.70136,7652
23.21885,20.31533,18.76287,16.89757,15.89291,3714
23.58631,21.63991,20.17731,19.36598,18.98194,3980
17.39537,16.28728,16.08441,16.04144,16.06846,7071
19.67606,18.53573,17.5135,17.89675,17.78062,5621
17.44075,16.45463,16.11,15.96391,15.93646,6000
23.38086,22.21886,20.64286,18.6164,17.53237,3717
23.50761,22.60093,21.18693,19.3647,18.3211,3717
17.01453,16.08594,15.86274,15.77093,15.77199,6500
20.77377,20.38469,20.65418,20.85051,20.80251,9000
20.72383,19.56356,19.30112,19.21511,19.22138,7134
20.02369,18.94411,18.66932,18.57359,18.5174,6275
19.89097,19.77514,20.07928,20.34259,21.27468,7652
17.53181,16.24347,16.29705,16.3564,16.40561,8500
23.62717,22.89892,21.35198,19.41759,18.36681,3717
18.44478,17.33154,17.24432,17.2442,17.32586,7500
16.34387,15.21708,14.98565,14.94473,14.9815,6767
16.37999,15.19053,15.17279,15.23369,15.29645,7500
19.05728,18.01407,17.64397,17.5132,17.45749,6000
20.24259,20.18604,20.44872,20.70083,20.8531,7500
20.23212,19.18995,18.98767,18.92634,19.01202,7500
22.43317,20.15324,19.25609,18.92158,18.67573,4576
24.68354,23.05163,21.36999,19.36986,18.29638,3717
24.5745,22.58166,21.12208,20.09714,19.54649,3980
19.37367,18.2376,17.85318,17.73038,17.66685,6038
18.53567,17.3362,16.92254,16.7956,16.7403,5890
20.36876,19.19646,18.96062,18.82742,18.86652,6061
19.24105,18.03269,17.57118,17.55293,17.28702,5474
20.69577,20.20389,20.26334,20.55283,20.96579,7652
23.32415,22.3124,20.65882,18.73927,17.61567,3717
24.16397,20.8569,19.3038,17.47907,16.45165,3717
24.37809,22.43195,20.87439,19.00226,17.95222,3717
17.894,16.98332,16.67734,16.55122,16.53734,6000
20.55433,19.37963,19.41599,19.51429,19.57269,7500
24.17095,22.17572,20.41515,18.65934,17.6318,3717
19.47433,19.00472,19.18582,19.38792,19.55993,7652
18.35161,17.21581,17.2442,17.30205,17.38936,8500
24.03039,22.39995,21.03864,18.86142,17.72425,3717
18.6606,17.51659,17.12599,16.97546,16.90888,5873
25.13097,21.81868,20.16412,18.30457,17.24548,3717
23.40588,22.31526,20.8479,18.74968,17.57206,3717
16.53122,15.36163,15.0611,14.96068,14.98353,6163
23.7326,21.6622,20.02022,18.14896,17.11204,3717
19.60221,17.6629,16.88508,16.60126,16.45833,4955
23.72893,20.59642,18.90751,17.63317,16.89395,3717
21.56916,20.41279,20.49042,20.55004,20.56812,9000
18.8049,18.54833,18.19345,17.41311,16.84035,3717
15.02097,13.9464,13.65774,13.57224,13.55535,6216
19.42071,18.44235,18.07795,17.95555,17.83723,5952
24.01244,21.85485,20.16282,18.09176,16.93824,3717
18.88947,17.73398,17.5719,17.5671,17.60106,7000
18.49662,17.327,17.57106,17.74536,17.88022,9500
17.77079,16.8514,16.62776,16.52093,16.50946,6500
20.97941,20.4514,20.61513,20.72613,21.15281,9000
24.94971,22.7425,21.2098,19.33439,18.2894,3690
22.895,21.18166,19.6422,18.27777,17.57796,3717
17.74604,16.77935,16.4374,16.29025,16.26083,6000
24.65197,22.2655,20.81779,18.97577,17.94763,3710
20.14519,19.00713,18.78443,18.69948,18.61905,6000
17.0542,15.76948,15.74572,15.77202,15.77638,7500
20.78304,19.67383,19.75287,19.82199,20.06195,9000
18.97537,18.38256,18.46017,18.54887,18.58439,8500
19.0087,18.54619,18.60947,18.68912,18.88873,9000
18.86764,17.66543,17.55151,17.55941,17.64312,7147
18.44123,18.53724,18.91552,19.16479,19.47861,5000
20.97322,20.43783,20.65831,20.89195,20.73905,7652
15.61273,14.24317,13.77953,15.6829,13.5982,5617
16.21719,15.01474,14.97726,15.0313,15.12299,7118
19.31044,18.27528,18.23242,18.25518,18.35997,7354
19.26932,18.36046,18.10518,17.97816,17.9671,6500
19.56524,19.64106,20.02923,20.31843,20.32401,7652
24.65045,21.07115,19.61493,18.77186,18.39223,3980
23.96515,22.73558,20.89056,19.07702,18.01239,3717
19.95285,20.05376,20.13712,19.5534,19.01634,3717
18.15339,18.01052,18.21666,17.86667,17.38722,9000
20.00984,18.63912,18.06617,17.76845,17.68427,5474
21.88266,19.2452,17.93412,17.48758,17.19778,4000
17.51677,16.43686,16.08578,15.96718,15.93072,6000
23.62141,21.23017,19.66923,17.75428,16.62862,3717
23.70514,22.88294,21.21779,19.21749,18.06936,3717
19.53412,18.46317,18.44096,18.4224,18.50329,7852
24.65935,22.78492,21.28161,19.26737,18.25148,3717
19.44586,18.96884,19.02519,19.14558,19.32166,7652
18.78848,17.6971,17.24739,17.06241,16.96377,5790
18.05364,16.95492,16.59653,16.4664,16.444,5790
22.70736,19.84185,18.89219,18.54699,18.3923,4576
18.3501,17.10677,16.63169,16.46314,16.49194,6000
19.42344,18.12663,17.73566,17.46647,17.40022,5651
19.68606,18.38525,17.85731,17.64664,17.56906,5790
24.56522,23.16866,21.01423,19.09577,18.06617,3717
21.13979,25.11438,24.80204,24.3618,17.15525,5651
19.549,18.49418,18.11251,18.00498,17.95392,6000
19.02201,18.98588,19.37888,19.59725,19.89288,9000
20.66214,20.49628,20.59516,20.78338,20.83975,5100
21.31574,18.65811,17.47044,17.06211,16.83257,4246
19.17954,18.00768,17.93582,17.95037,18.01299,7500
19.94527,17.77052,16.106,16.43386,16.05256,4528
19.37575,18.89164,18.86797,18.31302,17.84468,9000
20.5483,19.35109,18.98348,18.87335,18.83822,6395
22.82729,20.55856,19.20695,18.45606,17.98148,3980
17.35809,16.24474,15.85808,15.73689,15.70803,6038
20.46352,20.24563,20.55817,20.7197,21.85752,7652
24.88665,23.12367,21.37817,19.37305,18.26888,3717
20.36977,19.054,18.59802,18.71005,18.37234,6038
19.17637,18.16954,17.78831,17.66349,17.6059,6000
20.89186,19.62257,19.3008,19.22442,19.19081,6246
21.58139,20.36988,20.42282,20.47683,20.75468,9000
20.61935,19.35447,18.99975,18.83821,18.89554,5790
16.00535,16.33058,16.82832,17.19751,17.56218,9500
19.34122,18.04254,18.15053,18.2678,18.2939,8500
18.49724,17.53182,17.21066,17.08833,17.04356,6000
17.78613,16.89307,16.55407,16.4296,16.3673,6000
24.96262,23.69088,22.4844,19.67328,18.22039,3717
17.82977,16.91113,16.5537,16.42199,16.37855,6000
24.50622,22.81171,21.34886,19.32717,18.2268,3714
21.70829,20.33661,20.25193,20.26836,20.24313,8500
20.67751,20.05629,20.20979,20.50201,20.34816,9000
20.44762,19.26489,18.94385,18.84486,18.7519,6000
25.1772,22.42285,21.07685,19.59248,19.24201,3717
20.44585,19.50309,19.18738,19.10009,19.07001,6154
20.96243,19.7383,19.4332,19.2295,19.17266,5680
20.86281,19.69494,19.39298,19.28794,19.25072,5769
19.16652,18.02066,17.8832,17.89934,17.94022,7000
25.11491,22.41901,21.02285,19.21546,18.23587,3710
17.54197,16.4606,16.09944,15.95474,15.89541,5790
22.12542,19.53045,18.1356,17.55365,17.21255,3890
19.74037,18.58441,18.13758,17.9689,17.93105,5474
19.04565,17.88503,17.43091,17.25279,17.17887,5630
18.78933,17.55716,17.07708,16.87065,16.7721,5320
20.76079,20.28338,20.41176,20.51972,20.63969,7652
19.09224,19.15742,19.50929,19.84639,19.88338,9000
19.9005,18.835,18.63498,18.56957,18.5146,7000
20.1848,19.05623,18.91585,18.92159,18.90896,7500
19.46049,19.65193,19.9654,20.28417,20.46392,4949
23.68081,22.92358,21.37798,19.45431,18.36211,3717
19.60058,19.25548,19.51251,19.72312,20.04987,7652
23.74483,20.19178,18.96124,18.47423,18.58032,4382
23.38573,22.52257,20.94052,18.86923,17.7519,3717
17.90253,16.83134,16.681,16.65454,16.68779,7500
19.74166,18.56773,18.1836,18.03432,17.99101,5790
24.50003,22.23723,20.75409,18.78114,17.68841,3717
20.7711,19.69325,19.43461,19.29511,19.2756,6500
23.61515,21.51782,19.94946,18.06069,17.03284,3717
18.18032,16.96648,17.01746,17.08766,17.17583,8500
19.76628,19.7613,20.11005,20.33603,20.49506,9000
24.70956,23.22801,20.28972,19.21247,18.80508,3717
23.81464,20.97306,19.27951,17.43031,16.39069,3717
20.66075,19.5296,19.29066,19.2231,19.21779,6500
25.85252,22.55781,21.03651,19.16689,18.2223,3717
25.74383,22.59241,20.97041,18.55889,17.19165,3717
25.55296,22.07761,20.55667,18.39532,17.26648,3717
20.94669,19.69703,19.35497,19.21043,19.18897,6000
23.30328,22.17411,20.72307,18.78942,17.70096,3710
17.7218,16.55541,16.17133,16.03949,15.99789,6000
19.46827,19.50942,19.79644,20.11675,19.95772,5100
20.46029,19.39178,19.10486,18.9926,19.0276,6000
24.71397,21.92819,20.27891,18.066,16.90109,3717
18.92789,17.73023,17.26854,17.09754,17.05577,5720
25.24213,23.42435,21.42359,19.08685,17.83474,3714
24.36666,22.07353,20.38071,18.55757,17.50945,3717
19.94313,18.85967,18.60531,18.54704,18.47776,6061
23.9639,23.21694,21.4601,19.40051,18.30643,3717
18.76413,16.89373,16.19743,15.93393,15.79299,4955
20.43176,19.29129,19.04456,18.96151,18.89295,6500
25.46561,22.42303,20.77769,18.26605,16.94576,3717
25.07297,23.67881,21.68823,19.01259,17.55081,3717
20.30439,19.06515,19.1566,19.31553,19.49423,8500
25.80231,22.44013,21.18867,19.3369,18.26627,3710
16.82701,15.77632,15.52592,15.44261,15.42582,6500
19.22621,17.97057,18.00539,18.15039,18.20425,7652
18.38198,17.27137,17.02212,16.96616,16.98079,6500
24.04268,21.42202,19.95859,18.09966,17.09559,3717
22.39258,19.44597,18.22194,17.72158,17.39992,4382
25.30274,24.37729,23.4082,20.6023,18.84792,4966
22.1068,20.72204,20.0824,19.90091,19.78718,5047
19.71067,19.27394,19.47336,19.74674,19.86594,7652
18.80254,17.68149,17.53849,17.49984,17.50338,7000
20.23508,20.34074,20.60181,20.83207,21.15455,9000
19.94741,19.6048,19.82755,20.10297,20.35057,9000
19.65777,18.54214,18.41446,18.42583,18.41096,7500
16.58138,15.33042,15.23213,15.22068,15.22654,7000
17.63301,16.60521,16.31375,16.22698,16.21816,6000
18.60331,17.38346,17.44426,17.54637,17.65724,8500
19.08989,17.96977,17.85819,17.87704,17.928,7500
20.01144,20.16287,20.52229,20.76842,20.9944,5777
20.2859,19.13548,18.89742,18.85748,18.78883,6500
20.37253,19.24421,19.009,18.92569,18.96745,7000
17.69904,16.53957,16.52139,16.57858,16.65699,8500
19.88449,19.80259,20.18038,20.44492,20.46374,9000
19.15159,18.74952,18.95514,19.15259,19.40416,9000
19.49835,18.55312,18.19683,18.069,18.0324,6000
20.70612,16.48666,16.00999,15.8471,15.79627,5625
19.4557,18.18169,17.74192,17.5725,17.53781,5630
20.50585,19.9435,20.13178,20.33977,20.48695,9000
21.69906,20.76233,20.31872,20.10674,20.10618,4738
19.80111,18.70237,18.45201,18.3634,18.31959,7134
20.71091,19.50229,19.21421,19.15059,19.20134,6518
18.68412,17.41502,17.00665,16.86193,16.79718,5625
19.11096,17.86806,17.97924,18.10572,18.20177,9000
19.37848,18.44912,17.57903,17.99926,17.86915,6000
19.45792,19.09429,19.11605,19.18214,19.37121,7652
18.56709,17.34262,16.91623,16.75331,16.6997,5748
19.61839,19.31323,19.53758,19.79251,20.03621,7652
25.74983,22.13197,20.63667,19.29581,18.53306,3717
19.40709,19.0882,19.1257,19.24253,19.30269,8500
21.97492,20.5012,19.93161,19.84862,19.46243,5132
17.97486,16.91235,16.70206,16.64917,16.65536,6500
20.3619,20.21873,20.54755,20.76673,22.05628,9000
23.34528,22.76178,21.03382,18.91705,17.81911,3714
19.38608,18.24652,18.23558,18.27929,18.32082,8500
19.51336,18.55944,18.39165,18.36241,18.34056,7500
18.39238,17.22426,17.12741,17.11785,17.15608,7500
17.44275,16.48684,16.20778,16.092,16.08864,6500
19.09893,18.01131,17.71706,17.62517,17.61497,6432
20.33305,19.89935,20.17366,20.37972,20.53982,9000
21.04917,18.53114,17.29912,16.80453,16.52629,4382
20.54669,19.5224,19.18996,19.03783,19.06751,5949
18.37149,17.12042,17.28698,17.41345,17.49561,9500
17.57791,16.6223,16.31443,16.1998,16.17035,6500
19.66304,18.47858,18.40302,18.44752,18.4626,7118
20.69685,19.55844,19.28255,19.17896,19.19086,6378
20.26783,17.87964,17.32148,15.98433,15.52574,3858
19.46239,18.88893,18.75457,18.73254,18.79442,4000
19.52446,18.11628,17.56096,17.37274,17.06104,5480
20.0667,18.72749,18.07401,17.76576,17.67318,4984
26.08557,23.18058,21.85138,19.92078,19.58626,3980
19.79687,18.67368,18.18035,17.97952,17.89712,5651
18.70371,17.4253,17.48939,17.48904,17.45306,7500
17.56335,16.56186,16.2528,16.12995,16.06862,6000
18.04259,17.06816,16.72166,16.59669,16.5581,6000
16.83026,15.59377,15.79727,15.94973,16.04742,9500
18.71339,17.57632,17.76954,17.92337,18.01221,9000
18.28189,17.31239,16.92149,16.75763,16.70311,6000
24.43171,25.02711,23.42365,20.59296,18.79722,4818
20.61302,20.24165,20.60313,20.79125,21.32662,7652
19.01571,17.89331,17.50753,17.3166,17.22486,6000
18.779,17.8424,17.56273,17.45983,17.44109,6500
24.24372,20.40463,18.82341,16.96072,15.91232,3717
19.0415,17.23527,16.56446,16.5216,16.17536,5169
18.31056,16.99046,16.51254,16.34461,16.25022,5476
20.25243,19.06091,19.08343,19.17992,19.27295,8500
24.05901,22.24425,20.69779,18.8158,17.77399,3717
16.76665,15.57796,15.8067,15.97203,16.06998,9500
19.41074,18.00466,17.85824,17.83522,17.79394,7000
25.89354,22.02893,20.46074,18.26291,17.05205,3717
20.0655,19.62226,19.50048,19.53469,19.58839,7500
20.12964,20.25172,20.52979,20.70324,20.68377,5777
19.42184,18.28003,17.85295,17.7058,17.67309,5860
24.63211,21.0448,19.33442,18.20109,17.55359,3717
24.73907,21.26961,19.74959,17.59289,16.32497,3717
16.44077,15.39128,15.22829,15.19707,15.23314,7000
17.87412,16.65833,16.3937,16.26393,16.2442,6000
24.24683,22.8163,20.92407,19.09707,18.10098,3714
25.52481,23.03044,21.29107,19.20893,18.13518,3717
25.46165,22.85295,20.97157,19.08064,18.02929,3717
24.21802,23.31629,21.51404,19.48331,18.36195,3717
19.26765,18.0791,17.62008,17.45504,17.37003,6038
23.80948,22.85667,21.33489,18.9713,17.62589,3717
20.30044,19.21898,18.82893,18.69415,18.69488,6000
18.10811,16.96091,16.5399,16.36751,16.31285,6038
18.40793,17.27756,16.8563,16.72777,16.64493,5873
19.19423,18.32276,18.02483,17.92942,17.91671,6000
17.95127,16.96732,16.67829,16.54759,16.49483,6000
18.65773,17.78769,17.5108,17.40081,17.35339,6500
25.76613,23.22284,21.1897,19.1364,17.94935,3717
17.79562,16.47336,15.98672,15.82512,15.81881,5630
24.25708,22.98335,22.44908,20.19171,19.1408,3717
19.37211,18.48548,18.15285,17.98275,17.93619,6000
20.30159,19.8457,19.88737,19.94754,19.6142,7652
18.76246,17.56619,17.29397,17.18057,17.15168,6500
22.27635,20.55961,19.50644,19.1003,18.94058,4000
19.62956,19.41124,19.58418,19.91875,20.2688,9000
18.94472,17.89757,19.00109,17.00871,16.69343,5630
21.39765,18.76529,17.30521,15.85624,15.09937,3717
19.8373,18.57754,18.50896,18.56568,18.6022,6597
19.70358,19.13798,19.10668,19.13812,19.12293,7500
21.86927,20.0883,18.07407,17.26493,16.81547,3980
19.84306,19.5564,19.48061,18.84412,18.28056,9000
18.31482,17.02942,16.55134,16.6725,16.34574,5671
24.99026,24.8411,23.36136,20.82236,18.9303,4949
19.81225,18.42751,17.82712,17.59562,18.22135,5455
22.10801,19.36329,18.02353,17.40977,17.17496,3962
19.09482,18.71916,18.66738,18.75421,18.79204,4000
22.12959,19.98877,18.40688,17.34926,16.72992,3717
16.4403,15.19796,15.72164,14.38711,14.15528,5603
17.9524,16.86209,16.31927,16.08644,16.00298,5790
20.09332,19.54017,19.31882,19.27843,19.31021,6000
20.88533,19.69997,19.42528,19.3259,19.37138,6557
25.40895,21.66035,20.00843,18.12435,17.08936,3717
19.53552,19.37921,19.69239,19.9793,20.24443,7652
17.99757,16.86892,16.50132,16.37712,16.35709,6015
19.15071,17.86624,17.95812,18.02078,18.04559,8647
22.77193,19.99769,18.66537,18.17988,17.89214,4382
21.07854,19.95494,19.90344,19.87469,19.86429,7518
21.79332,19.58264,18.44327,17.99869,17.78405,4382
19.29441,18.92575,18.99586,19.0941,19.17055,7652
20.31021,19.98094,20.17162,20.36205,20.5666,8500
18.43107,17.18178,16.71953,16.52417,16.4426,5813
23.13213,20.91641,20.12172,19.81906,19.59661,3993
20.62237,19.5183,19.23261,19.18059,19.18684,5961
16.23024,15.09508,14.95214,14.88274,14.96695,7000
19.9813,18.86384,18.77564,18.78839,18.8667,7368
23.97746,22.04255,20.38689,18.47733,17.36183,3717
17.58406,16.68313,16.34485,16.22027,16.19325,6000
25.39692,21.96217,20.33616,18.51422,17.53153,3717
19.79409,18.57458,18.05343,17.85682,17.79352,5320
19.40369,18.29237,17.89342,17.72351,17.65437,5790
26.54582,22.91485,21.32005,19.4785,18.4892,3717
25.12081,22.78698,21.44737,18.87131,17.45748,3717
20.79884,19.69176,19.45278,19.34091,19.2759,6500
19.53553,18.41084,17.92777,17.72961,17.65705,5720
25.21807,22.41865,20.8112,18.94226,17.91798,3714
20.55406,20.11186,19.95127,20.0566,20.32272,7500
18.74202,17.46754,17.00803,16.84613,16.79209,5661
17.40331,16.19252,16.09542,16.1172,16.18707,7235
17.73717,16.62271,16.26151,16.14993,16.07554,5991
26.46185,22.08589,20.54727,18.52612,17.35443,3717
24.79716,21.54337,20.15366,19.52179,19.11976,3858
22.72407,19.58487,18.20259,17.75595,17.29271,3890
23.73422,20.54996,19.36606,18.93053,18.75769,4576
19.7029,19.62659,19.89053,20.2434,20.72519,9000
23.41616,20.25204,18.96558,18.45306,18.09668,3962
23.01385,21.26449,20.1692,19.62982,19.5044,4246
17.83607,16.87243,16.53093,16.37735,16.32107,6000
19.76058,18.59617,18.59064,18.65716,18.75745,7852
25.47219,22.44882,20.97474,18.0915,16.58806,3717
19.78903,19.25287,19.09359,19.06952,19.09927,13050
23.42647,22.11776,20.54037,18.53205,17.41821,3717
19.795,18.51304,18.03179,17.86822,17.86202,5661
17.52006,16.4662,16.12403,15.99954,15.9746,6000
21.17263,20.21877,20.23807,20.20962,20.01052,9500
17.7694,16.69069,16.32949,16.21453,16.16581,6163
21.93537,20.24291,19.52278,18.36842,17.9484,3858
18.91394,17.43581,16.90998,16.71597,16.66377,6188
23.67014,21.23704,20.55443,20.35346,19.97707,5059
25.54503,22.14689,20.52281,18.64527,17.70395,3717
19.61742,17.64001,16.82716,16.54309,16.41675,4955
23.68327,22.39917,20.64972,18.55231,17.37042,3717
19.69062,18.77829,19.01571,19.21989,19.47781,9000
17.80955,16.61323,16.72256,16.82942,16.90703,9500
22.87066,19.55878,18.09348,17.20181,16.90765,3858
24.59345,22.36188,20.75196,18.78821,17.74451,3717
17.46885,16.49403,16.2085,16.08638,16.05281,6500
19.55126,18.31963,17.84897,17.67642,17.61002,5762
18.22461,17.25385,16.89278,16.75886,16.72078,6000
18.72279,18.26694,18.17968,18.13795,18.25882,13050
18.49855,17.3361,17.42394,17.53551,17.64639,9500
17.12431,15.97245,15.9832,16.01363,16.09955,9000
18.04941,17.05657,16.72937,16.58297,16.57408,6000
19.03849,17.92862,17.5965,17.47677,17.46282,6000
23.41272,22.5582,21.36763,19.49827,18.44961,3714
24.17829,22.26575,20.79023,18.81325,17.69341,3717
22.82489,20.47884,18.99383,17.94504,17.37051,3717
20.25495,19.9003,18.51834,17.36131,17.24059,5426
20.28701,19.85953,19.99291,20.09233,20.57235,8500
23.56812,23.01675,21.5403,19.36429,18.17513,3714
21.53935,19.66026,18.93544,18.72343,18.48387,4955
18.19877,17.25628,16.94133,16.81512,16.79448,6000
20.59102,19.36924,19.01329,18.86612,18.80438,6000
19.81461,18.59404,18.03799,17.80699,17.67426,5257
20.27894,20.1544,19.18173,18.65406,18.6604,4000
19.38491,18.3567,18.15788,18.12276,18.10703,7000
17.83295,16.81413,16.52533,16.40537,16.38221,6500
25.02226,22.60125,21.18125,19.24762,18.1802,3717
25.15138,22.5012,20.7567,18.88715,17.83144,3717
18.9048,17.70479,17.25789,17.07911,16.9946,6000
21.91611,20.74727,20.17588,20.01276,19.62,5625
19.7655,19.73401,20.00613,20.16008,20.41913,5820
18.05528,18.12456,18.44755,18.69351,19.03865,5000
20.28297,19.88376,20.19654,20.44366,20.54085,9000
19.59534,18.33888,17.83259,17.64017,17.54989,5320
20.13638,19.09146,18.96294,18.99155,18.9683,7500
22.57426,20.14306,18.60472,17.71222,17.23035,3980
18.69381,17.63471,16.54954,16.92949,16.69236,5373
23.07685,22.21799,20.68374,19.33529,18.64728,3717
16.4521,15.30543,15.14818,15.13035,15.16097,7500
19.1256,17.95891,17.77781,17.73873,17.72672,7000
23.36912,22.46972,20.93176,19.01456,17.88438,3717
18.16923,17.12105,16.85899,16.76851,16.74843,6500
18.15777,17.0168,16.5794,16.41485,16.32864,5790
24.91549,22.06214,20.73077,19.84202,20.03344,3980
19.65721,19.63871,19.98224,20.25801,20.67517,9000
19.21702,18.01118,17.89094,17.8761,17.91762,7500
18.56746,18.0921,18.19514,18.33561,18.56774,7652
19.68653,19.27812,19.41426,19.60527,19.79209,9000
