u,g,r,i,z,Teff
25.54193,22.01631,20.54714,18.61663,17.52302,3717
17.9756,16.99839,16.69843,16.58651,16.55846,5961
25.69102,22.16043,20.68034,18.60368,17.40448,3717
20.03091,19.17313,19.04289,19.0041,19.03378,7533
20.31125,20.22387,20.60176,20.86197,21.37298,7828
24.40331,22.72391,21.38184,19.44146,18.31674,3717
24.91122,23.33021,21.46629,19.22458,17.9684,3717
26.34478,21.98341,20.22259,18.12963,17.00931,3714
18.67481,17.72364,17.49586,17.40052,17.38942,6500
24.22798,22.603,20.92692,20.36969,19.52188,3705
24.64515,21.29629,20.68307,20.35619,20.27109,5047
20.59776,20.1715,20.38237,20.7307,20.951,7652
20.3174,19.23844,19.02803,18.97717,19.0591,7014
18.92542,17.87896,17.50603,17.36126,17.29523,5784
25.45243,22.80034,21.44032,19.362,18.18186,3710
25.72774,22.31242,20.73376,18.98316,17.98169,3714
26.3517,21.68051,20.24909,18.43132,17.38396,3717
23.55514,22.87612,21.2392,20.18345,19.59266,3717
21.83797,19.25156,17.82171,17.14447,16.75259,3858
19.66682,18.47492,17.99933,17.84073,17.7753,5443
18.00252,17.03088,16.77874,16.67151,16.6601,7117
24.03912,21.71387,20.16939,18.25067,17.22323,3717
19.38036,18.17243,18.18079,18.23355,18.29493,8580
24.27649,19.92404,18.4238,17.93844,17.70608,4000
19.65366,19.71688,20.16195,20.40977,20.62901,7828
18.01597,16.94246,16.55362,16.41013,16.35889,5845
17.13754,15.86378,15.79982,15.82456,15.86137,7500
16.47781,15.2758,15.20123,15.22075,15.28362,7317
23.0404,21.24264,20.61068,20.51281,20.22696,4752
18.99241,17.7789,17.35617,17.19239,17.17061,5625
21.10214,19.95814,19.88881,19.92818,20.35588,7368
21.14974,18.56915,17.45688,17.06828,16.87193,4246
20.7261,19.61432,19.56099,19.62444,19.61848,7828
19.3497,18.18096,17.7365,17.56572,17.52325,5630
17.82427,17.93445,18.30602,18.61036,18.84525,6000
17.93109,16.67057,16.81881,16.97153,17.03516,8647
23.52398,21.26048,20.25264,19.84978,19.53328,4528
19.36049,18.16889,18.18727,18.26826,18.35079,7439
19.14702,18.01051,18.02279,18.0678,18.09589,7439
18.98713,17.90781,17.63235,17.53205,17.48879,6442
21.90646,19.88225,18.29882,16.37636,15.25608,3717
22.93863,22.13058,20.4423,18.23552,17.03005,3717
22.13615,20.81505,20.30178,20.14485,20.14165,5661
19.65689,18.61176,18.5282,18.5237,18.56011,7500
24.20732,20.6681,19.30381,18.81573,18.53073,3962
24.66668,21.08891,19.65099,17.6632,16.61571,3717
22.93904,20.75708,19.18122,17.16882,16.05969,3717
16.51004,17.42385,31.69816,30.98087,28.6687,5000
17.98771,17.05762,17.30202,17.49868,17.65553,7852
15.35065,14.06958,13.65871,13.94283,13.41209,5575
19.3215,18.44669,18.14124,18.01335,17.95964,6500
22.93364,20.15194,18.79714,18.24048,17.9298,3962
20.64705,20.46147,20.73067,21.04642,21.59708,9000
18.12685,16.536,15.96427,15.7385,15.67526,5261
21.41957,20.39865,20.21299,20.02292,19.93328,6000
25.61654,23.34461,21.68323,19.45379,18.34878,3717
22.85836,21.00554,19.25226,18.24591,17.6992,3717
20.33842,19.95634,20.24824,20.40887,20.69916,9000
18.66628,18.26802,18.15544,17.48559,16.87754,9000
19.73247,18.55942,18.05977,17.86885,17.76632,5659
18.1282,17.04796,16.69096,16.58371,16.55602,5790
21.76916,19.2839,17.99304,17.4154,17.06124,3962
20.42515,20.34046,20.60004,20.75083,20.67348,4818
25.45554,22.1403,20.65595,17.85595,16.37539,3717
22.5973,22.6628,21.20443,19.29064,18.2201,3714
17.56252,16.60495,16.26602,16.1436,16.11692,6000
23.93361,22.76263,20.95139,18.93334,17.79526,3717
25.34336,22.19065,20.30638,19.36793,18.77098,3980
23.9913,22.58519,21.34522,19.35886,18.27494,3714
25.96968,23.83916,22.86585,20.09798,18.33963,5777
20.56756,19.25986,19.40683,19.54631,19.49548,8500
22.95398,22.78765,21.15204,19.19507,18.09347,3717
22.87473,22.15818,20.76454,20.41365,20.6683,4382
21.81777,18.91537,17.68494,17.23365,16.94515,4246
22.97413,24.44685,22.91853,20.49923,18.82788,3710
23.38599,20.73841,19.36144,18.84859,18.54836,3962
23.66792,21.44699,19.73391,17.74339,16.63718,3717
20.67392,20.22286,20.28608,20.55724,21.03797,7652
19.5555,18.24858,17.76649,17.60548,17.57193,5576
19.69014,18.46355,17.99327,17.83123,17.76067,5890
20.37032,20.00385,19.9023,20.01187,19.88336,3705
24.34968,21.84528,20.09382,18.93106,18.28965,3717
23.72845,22.55266,20.81837,19.0016,17.95671,3717
23.46886,20.83018,19.44993,18.61449,18.17221,3980
24.08588,22.45768,21.06923,19.10558,18.06848,3717
20.69777,20.40442,20.67997,20.93648,21.0218,9000
20.82562,19.94461,19.06186,17.85536,17.1302,3714
19.50309,19.00645,19.1165,19.24447,19.34839,7652
20.77666,20.22132,20.36111,20.41584,20.57398,9000
20.82149,20.34224,20.36283,20.64417,20.58282,9000
18.74539,17.71447,17.51307,18.08602,17.45598,7000
18.17848,18.20157,18.58222,18.86668,19.14773,9000
18.69,18.50952,18.77375,19.00207,19.24367,7652
19.82351,18.45788,17.84762,17.63432,17.50887,5320
23.84116,22.69299,21.24888,19.12378,18.00921,3714
23.89731,21.57272,20.16941,18.25917,17.19748,3717
18.35828,17.24841,16.85389,16.67869,16.58232,6000
24.10943,23.46787,21.22374,19.40703,18.39334,3714
19.92423,18.85099,18.51595,18.376,18.32407,6500
19.2107,18.27874,17.95488,17.86624,17.77805,6500
26.01677,23.01965,21.4472,19.15965,17.92043,3714
17.31938,16.22286,15.83164,15.6548,15.60431,6000
24.23735,22.27944,20.83233,18.84386,17.76909,3714
20.53942,20.17754,20.26877,20.50409,20.69021,9000
19.5542,18.34863,17.98033,17.823,17.78296,7000
19.79099,19.33419,19.48354,19.613,19.6905,9000
24.01256,21.10131,19.33442,17.96123,17.22904,3717
25.48846,23.26125,21.48092,19.41332,18.08224,3710
24.68719,23.92018,22.78577,20.23836,18.7095,4897
19.93272,19.41866,19.37635,19.44783,19.42669,8500
20.18363,20.17707,20.63721,20.86045,20.89917,7652
19.85803,19.79793,20.00099,20.22957,20.29282,5000
19.06817,18.73437,18.8802,19.04242,19.23376,7652
24.20824,22.0265,20.58744,18.70873,17.61325,3714
26.3972,21.74166,20.17342,18.19847,17.13066,3717
18.06415,16.90952,16.505,16.34079,16.25098,5935
22.88564,22.85013,21.16068,19.22108,18.14954,3717
25.41873,22.25547,20.6342,18.74569,17.70326,3710
24.50355,20.46693,18.75635,17.22735,16.41974,3717
19.05367,17.82388,17.61488,17.53067,17.49968,7000
23.4052,21.37593,19.90997,17.9233,16.84121,3717
19.79778,19.62216,19.83969,20.08414,20.44718,7652
24.7828,23.33278,21.80493,19.46648,18.15733,3710
17.6378,16.58866,16.27477,16.16656,16.10594,6000
20.29894,20.33478,20.45225,20.71523,20.78727,6000
19.55564,18.50639,18.14372,18.00243,18.01619,6000
25.53257,24.16854,21.41471,19.3027,18.0512,3717
17.6288,17.09909,16.37792,16.13175,15.96437,4353
25.51555,22.82349,21.41914,19.4703,18.44428,3714
17.49654,16.34376,15.98295,15.84601,15.81234,6245
20.1292,19.78444,19.68987,19.06731,18.52285,9000
18.48747,17.21119,16.90492,16.76822,16.70465,6500
22.96014,22.49922,21.02795,19.20434,18.12213,3710
23.09245,22.56552,21.08426,18.99627,17.8967,3717
16.84513,15.68848,15.30199,15.15202,15.11231,5790
23.7791,22.50107,20.90826,18.78336,17.60821,3717
17.12291,15.85491,15.40753,15.25913,15.19468,6038
19.76375,18.74031,18.63209,18.63965,18.65504,7500
18.77856,17.51002,16.87967,16.60485,16.48052,5405
20.9457,19.71018,19.32424,19.10698,19.0246,6163
18.20283,17.2046,16.88783,16.75988,16.7354,6000
23.48001,25.80291,22.88471,20.20984,18.29548,5000
25.0161,23.40947,21.88272,20.38755,20.67119,4949
25.54162,24.65979,23.37268,20.02329,18.23718,3782
24.3586,21.702,20.57211,19.14195,18.31615,3980
17.92997,16.68838,15.28021,15.74758,15.50884,5506
18.24888,17.19657,16.89042,16.75404,16.73293,6000
20.11216,18.69183,20.70949,17.74762,17.51893,5221
22.93885,21.16292,20.56835,20.39785,19.8461,3705
22.1857,19.71125,18.23683,17.54688,17.45549,3890
21.9873,19.83809,19.69551,18.25333,18.28907,4246
23.27452,23.89263,23.15677,20.49019,18.84509,7518
17.06421,15.95645,16.05198,16.21016,16.36624,8086
24.41558,24.19714,22.16727,20.04525,18.21009,5769
23.74251,24.90461,22.69189,20.52348,18.95658,5000
22.99862,22.93844,21.49387,19.13145,17.45554,5000
20.51623,20.13902,20.28678,20.40031,20.89547,9000
23.42293,22.4103,20.97662,19.07361,18.0085,3714
24.958,24.35059,21.80774,19.11265,17.22329,3993
18.32497,17.25463,16.92545,16.80231,16.77123,6000
23.38495,21.14662,19.51061,18.54487,17.98306,3980
19.21981,18.07053,17.87674,17.77058,17.75067,7134
20.49093,17.26764,15.87995,15.27692,14.95367,4115
23.03168,21.07273,19.52911,17.619,16.57602,3717
20.4431,20.0888,20.33661,20.55593,20.74702,9000
21.8656,19.38878,18.0732,17.54972,17.24198,4382
20.08444,19.02431,18.71549,18.59875,18.60627,6000
22.24351,19.47317,18.19707,17.69771,17.45378,4382
21.86848,19.20263,17.79993,17.20671,16.84788,3962
20.09916,19.03532,18.79769,18.77683,18.71865,7134
23.88728,22.26201,20.62617,18.14296,16.6698,3717
20.02189,18.9009,18.59157,18.46155,18.49298,6000
17.57199,16.53695,16.18147,16.0561,15.98851,6000
19.56458,18.35311,18.44751,18.59887,18.71059,9000
23.90093,22.31189,20.94297,18.93203,17.84677,3717
17.43302,16.32413,16.1247,16.07798,16.09633,7134
23.41044,20.47396,18.99774,18.18554,17.68913,3858
23.24093,20.11001,18.49806,17.4354,16.84326,3717
22.0947,19.65903,18.29651,17.56939,17.15949,3858
24.11797,23.16013,21.43049,19.34514,18.29887,3717
18.72456,17.87965,16.89368,16.29581,15.91455,3858
16.46879,15.3894,15.03525,14.92671,14.89983,5790
24.57952,22.90697,21.6095,19.40486,18.23466,3717
19.23078,18.37674,18.08413,17.98638,17.939,6500
20.12229,20.1421,20.52901,20.85678,21.16487,7354
16.53651,15.65516,15.35943,15.23947,15.20446,6000
23.07188,23.92806,22.33327,20.29725,18.4244,5132
21.98372,20.0369,18.42366,16.55518,15.52692,3717
19.52253,18.37855,18.33184,18.39108,18.42237,7118
25.19255,22.76183,21.51456,18.89902,17.48893,3717
17.65803,16.64055,16.33733,16.21773,16.18316,6000
17.8975,16.95973,16.70458,16.61617,16.60033,6500
21.21167,18.74126,17.71614,17.36,17.15272,4505
18.09196,17.79509,18.08797,18.34858,18.60567,9000
17.39408,16.31146,16.11806,16.06467,16.11088,6767
19.69932,18.48797,18.06588,17.90781,17.84835,5720
19.76128,18.6966,18.88941,19.06459,19.3509,9500
23.77748,22.53056,20.8454,18.86626,17.76245,3717
24.63313,21.99525,20.37256,19.24581,18.79963,3717
23.22231,22.97836,21.52474,19.39487,18.32423,3717
23.06933,20.50346,19.30424,18.8524,18.50114,4382
20.60073,19.42012,19.42784,19.46723,19.55198,8500
26.19178,21.81392,20.27917,19.29863,18.74645,3717
20.13383,18.88452,19.02427,19.13742,19.30045,9000
19.07961,18.71205,18.42341,17.54997,16.92446,3717
22.12012,20.67169,19.91837,19.62067,19.77962,5190
23.99542,21.49803,19.81235,17.83211,16.74524,3717
23.0447,20.42533,19.13094,18.68285,18.37743,4382
18.51357,17.45478,17.04743,16.88851,16.8214,5830
20.08263,19.08841,18.84073,18.786,18.8518,7000
18.65023,17.34778,17.29477,17.31187,17.38366,7500
17.86601,16.94834,16.66475,16.56481,16.53523,6500
19.12177,17.44573,17.73804,16.39393,16.1803,4955
19.40378,18.49175,18.10322,17.94358,17.89082,6000
19.30924,18.2017,17.77848,17.61949,17.58018,5790
18.93623,17.71082,17.24024,17.08214,17.0074,5890
16.73073,15.41941,15.32485,15.33492,15.39799,7781
25.3419,24.20837,23.15256,20.78386,18.89386,3890
26.27693,23.3399,21.56919,19.36075,18.20682,3717
18.47684,16.6868,16.0084,15.73892,15.61321,5190
18.83803,17.75015,17.94554,18.14078,18.22644,9500
17.57262,16.51895,16.37912,16.3351,16.33833,7852
18.7057,17.60917,17.81984,18.00106,18.10644,9640
23.84769,20.58625,19.14076,17.82344,17.13958,3717
23.82297,22.50144,20.91866,19.09302,17.99311,3717
19.55895,18.27732,18.12963,18.1699,18.26103,7235
17.801,16.60869,16.55194,16.57854,16.60538,8500
20.30354,19.97195,20.27584,20.50977,20.59336,9000
20.62792,20.12799,20.29209,20.42121,20.61475,9000
20.41758,19.5712,19.37099,19.32856,19.32883,7000
16.89795,15.97112,15.76689,15.66839,15.66736,7000
25.43977,21.88224,20.36456,18.27704,17.16148,3717
21.06536,18.5809,16.76084,16.3464,15.64182,3717
18.91861,17.86272,17.4518,17.29292,17.24468,5704
19.51055,18.50508,18.14768,18.00939,18.02698,6000
20.77467,19.71846,19.42457,19.34016,19.37247,6000
18.65675,17.53694,17.52156,17.56413,17.61423,7500
23.67652,22.47513,20.91712,18.9485,17.80107,3717
19.98641,19.0219,18.86164,18.86648,18.87481,7500
25.38791,22.42016,20.83151,18.95191,17.90208,3717
20.39935,20.08347,20.32588,20.59177,20.86219,7652
19.55935,18.34015,18.21014,18.1891,18.23333,7500
17.3384,16.15666,15.95003,15.87732,15.87794,6500
18.4185,17.33233,16.98355,16.86347,16.82116,6000
23.78892,22.90409,21.27872,19.10152,17.9358,3717
18.3313,17.14043,16.70121,16.54902,16.48314,5630
19.79625,19.75692,19.92858,20.17007,20.59694,4634
23.24824,21.95262,20.44625,18.55103,17.51873,3717
16.91156,15.91662,15.59779,15.50524,15.45872,6000
19.48908,19.61681,19.91792,20.20479,20.4307,6000
24.87194,22.41865,20.52323,18.55434,17.48776,3717
19.26285,18.87942,19.16302,19.45905,19.79452,9000
18.75785,17.77774,17.63609,17.60998,17.64575,7500
20.39217,19.98905,20.26371,20.45958,20.43628,7652
24.43731,22.0087,20.26329,18.2468,17.18111,3717
17.71784,16.53331,16.45009,16.48903,16.54875,7292
20.32279,20.44761,20.86265,21.13453,21.47173,9500
20.68057,20.38958,20.73143,20.95803,22.17805,9000
23.05481,20.29263,18.87354,17.47701,16.74072,3717
23.64518,23.17628,21.52869,18.78429,17.13054,3717
19.50286,18.37383,18.38306,18.43332,18.52693,8500
23.49993,22.61996,21.05175,19.50072,18.63906,3717
22.77081,21.30815,20.53106,20.24059,20.01582,4312
18.47924,17.30011,16.92798,16.7966,16.80001,6038
20.30232,19.10101,18.86494,18.735,18.81541,6449
24.29765,20.41228,18.87259,17.64935,16.99703,3717
20.21183,19.87656,19.89053,19.91887,19.9452,9000
20.21304,20.24858,20.59793,20.8305,21.0285,4041
20.63512,19.53434,19.46477,19.47706,19.55956,8500
25.03259,22.75526,20.90267,18.95733,17.88934,3717
19.6261,18.45027,18.06671,17.90796,17.87658,5704
19.43329,19.62979,20.04856,20.41293,20.81861,9500
22.8203,20.76424,20.09094,19.77542,19.4739,4576
20.05873,20.06766,20.42642,20.8204,20.9642,9000
18.70647,17.70336,17.32206,17.14589,17.09248,6000
24.2391,22.71033,21.20721,19.35499,18.3225,3717
17.10466,16.10975,15.76972,15.65713,15.59554,6000
20.89869,19.6853,19.72112,19.76699,19.84389,8500
24.94405,22.86768,21.04051,19.13625,18.03567,3717
23.71319,22.36195,20.76763,18.63039,17.40677,3717
19.00211,17.77749,17.32071,17.14618,17.05694,5613
21.34759,20.20973,20.17714,20.26439,20.23354,8647
21.16851,20.22914,20.04571,20.05735,20.06625,6500
18.53896,18.53999,18.77007,18.94915,19.28052,6890
19.65063,18.62024,18.1631,17.99451,17.91608,5405
17.63442,17.24465,17.13383,17.17848,17.26362,4000
24.67633,21.94769,20.05627,18.92886,18.30081,3980
25.61986,23.28965,21.40491,18.96082,17.69086,3717
19.94088,18.82467,18.70514,18.67245,18.82509,7500
19.32182,18.1122,17.61475,17.40477,17.32651,5651
18.86107,17.62226,17.31609,17.18581,17.15042,6500
19.34599,19.25804,19.57225,19.86565,20.16854,9000
17.9905,17.03334,16.72083,16.61746,16.5561,6000
20.68922,20.3087,20.44852,20.69026,20.54806,7652
25.92409,25.041,23.27422,20.61725,18.94729,5000
24.19578,22.98991,21.29437,19.29659,18.20596,3717
24.93556,23.47937,22.24511,19.49011,18.02057,3717
25.24134,20.84394,19.29666,17.42077,16.38212,3717
20.28762,20.04981,20.12367,20.20619,20.04872,13582
20.15529,18.92381,18.71256,18.65672,18.74365,7500
19.03331,17.98529,17.55304,17.37804,17.32885,6000
20.185,19.77085,19.73981,19.85272,19.99643,9000
19.7906,19.50737,19.78432,20.05908,20.51407,9000
18.03849,16.92322,16.54475,16.42497,16.38824,6000
22.11874,20.32507,19.30857,18.92518,18.78342,4353
18.71065,17.69099,17.64243,17.67385,17.67174,7500
21.36141,20.10329,20.1382,20.19136,20.25578,7652
19.54083,18.41205,18.20571,18.14277,18.09389,7000
24.45226,24.37797,23.80606,20.65322,18.84529,5807
20.98079,20.47178,20.57591,20.78755,21.69283,9000
24.81134,23.2289,21.71848,19.2749,18.00528,3717
20.1586,19.71045,19.82525,19.98621,20.13399,7652
18.36586,17.06604,17.25231,17.26211,17.17261,7500
20.8105,20.30018,20.48633,20.6233,21.08365,9000
18.81994,17.84318,17.95698,18.08467,18.16925,8500
20.06397,19.5827,19.68784,19.83899,19.91279,9000
20.44107,20.07268,20.09417,19.56849,19.03798,9000
15.84607,15.16301,15.47006,15.72045,15.91797,9640
23.48182,22.6088,20.89584,18.89598,17.72698,3717
20.63968,19.93351,19.96539,20.15575,20.29802,9000
20.07934,19.72426,20.00447,20.18984,20.29877,9000
20.4499,19.05219,19.19555,19.30208,19.33502,9624
18.9495,17.78411,17.33475,17.15708,17.11405,5895
22.97022,21.15719,19.60358,17.72955,16.66323,3717
19.05091,17.85729,17.34199,17.13514,17.08407,5895
24.89024,22.68716,21.09786,19.02299,17.80437,3717
21.10834,20.44341,20.46521,20.7056,20.68611,7652
20.23718,19.0138,18.46455,18.2346,18.15427,5613
18.15385,17.07234,16.63597,16.45373,16.35545,6500
25.27621,23.4159,22.40459,19.91027,18.39065,3714
24.08553,22.48043,20.35287,19.58003,19.15376,3980
19.42436,18.07832,17.49503,17.2684,17.20255,6038
18.50508,17.29614,16.79732,16.60588,16.55763,6000
20.56577,20.05062,20.09419,20.15466,20.49061,8500
26.24033,22.62247,21.09106,19.1449,18.03291,3714
20.28633,20.11704,20.431,20.54745,21.16627,9000
19.61239,18.40508,18.06979,17.92555,17.83415,6000
18.89636,18.5121,18.71247,18.8737,19.19159,9000
20.03772,19.61328,19.86664,20.03831,20.2428,9000
23.87683,22.46706,20.90978,19.01534,17.91101,3737
20.39218,20.05256,20.11933,20.28345,20.33633,8500
22.21114,19.57479,17.95519,15.74448,14.5448,3714
20.59443,19.62368,18.33956,17.83269,16.94355,3900
20.63988,20.22418,20.1044,20.14878,20.41276,8863
19.05805,17.77643,17.38448,17.22421,17.17077,6038
19.36723,18.23366,18.07459,18.06306,18.0482,7500
24.80583,22.44507,20.5946,18.65977,17.56023,3717
18.02273,17.74374,17.44859,17.07743,16.7995,7500
22.9773,23.50959,21.54968,19.25578,17.9881,3714
18.82123,18.95854,19.31375,19.64235,20.11358,9000
25.18067,23.29872,21.41786,20.2934,19.435,3717
26.01826,22.50492,21.46556,20.18262,19.66539,3737
20.39578,19.96493,19.9235,20.00792,19.98241,7652
23.54177,21.76672,20.19538,18.30368,17.23741,3717
22.54805,22.97076,21.68407,19.16529,17.82953,3717
23.96564,22.11162,20.40343,18.276,17.09738,3717
24.63979,25.12066,14.91933,15.52563,22.83332,7134
16.7264,15.58749,15.24081,15.11703,15.07982,6442
26.00256,22.12593,20.75337,18.50737,17.32588,3717
20.22297,19.7731,19.75241,19.8214,19.95983,8500
23.0576,20.15012,19.96164,17.47064,16.69793,3717
17.97742,17.5478,17.53584,17.58379,17.70064,8637
26.27019,22.56772,21.05106,19.04792,17.93064,3717
23.25787,20.55979,19.21741,18.69992,18.39878,3962
21.90977,22.18359,20.76563,19.40166,18.67497,3717
20.78961,18.24713,17.1488,16.74284,16.48929,4353
18.81356,17.67812,17.44582,17.35062,17.35752,7000
16.62861,15.39602,15.21471,15.13334,15.09681,6500
24.11184,22.24891,20.63867,18.70114,17.6488,3717
20.96063,18.14776,16.84903,16.30312,15.98652,3962
23.27734,20.78648,19.48918,19.086,18.69871,4382
25.91206,24.02043,21.50346,19.43984,18.28407,3717
23.61687,22.30318,20.76624,18.79897,17.72041,3717
24.6809,22.56484,20.79274,18.68797,17.5497,3717
25.72624,22.4665,20.84474,18.92933,17.82619,3717
19.54543,18.42403,18.05809,17.90713,17.87213,6163
24.59864,22.93714,21.69457,19.07273,17.64497,3717
25.91358,22.46682,20.73214,18.78307,17.73085,3717
23.49534,20.478,20.22458,17.62594,16.84531,3717
24.53956,22.90186,21.27032,18.74933,17.40804,3710
17.39426,16.17151,15.97874,15.93626,15.97921,7147
19.07765,19.28627,19.66943,19.93953,20.14517,6890
20.57231,20.29947,20.51153,20.69136,20.88457,8637
16.93951,15.79564,15.41917,15.2859,15.26364,6163
19.60825,17.86307,16.41896,16.76373,16.40137,4576
18.56055,17.3887,16.94155,16.76169,16.70107,6038
20.44809,19.23259,19.04376,18.97743,18.91944,7263
23.33514,22.95683,21.57933,19.11456,17.64147,3717
22.68309,20.13511,19.0372,18.7163,18.46557,4353
22.54233,19.75944,18.80929,18.51475,18.32261,4576
26.34702,23.08108,21.4338,19.42229,18.31592,3717
19.97532,19.45178,19.53747,19.59344,20.00237,7652
19.03657,18.61679,18.63211,18.71035,18.85907,8500
25.25059,24.86093,23.25472,20.62586,18.75775,7117
21.92952,20.48149,19.9984,19.86026,19.82242,5757
21.06232,18.75515,17.3481,16.5527,16.07068,3980
18.96189,17.91779,17.47108,17.26924,17.20587,5613
18.80541,17.56939,17.14607,16.98782,16.92566,5651
24.3081,22.18681,20.34945,19.34119,18.79839,3705
19.0638,17.90938,17.47536,17.32501,17.28004,5762
21.52631,18.84076,17.60978,17.15642,16.87799,4382
19.00535,17.68941,17.13775,16.90298,16.80714,5506
23.39575,22.75152,21.11537,19.38943,18.39171,3717
18.90275,17.73756,17.76748,17.83078,17.92258,8500
19.14685,18.6651,18.89714,19.09768,19.25997,9000
21.70992,19.31974,18.22799,17.83082,17.58331,4382
23.6974,21.83764,20.30915,19.16723,18.58502,3717
25.43045,22.69613,20.95703,18.73619,17.46436,3717
19.80802,19.34024,19.21633,19.19064,19.22066,7500
20.48406,19.44995,19.11097,18.99457,18.98038,6000
17.4369,16.2305,16.33082,16.49057,16.62071,9000
25.14135,22.01249,20.81698,20.20129,19.81413,3962
24.35534,23.39167,21.60786,19.05914,17.68625,3717
19.95922,19.57042,18.97765,18.23371,17.72717,3717
24.64157,22.80296,21.13522,18.57719,17.08479,3717
20.50793,19.45739,19.24268,19.13317,19.17608,6275
20.74785,19.77086,19.49953,19.3549,19.39076,6163
17.73139,16.97087,17.57265,16.32271,15.8765,5659
16.80047,15.89983,15.62626,15.50923,15.48303,6000
24.33105,21.04984,19.64828,18.75466,18.34211,3705
24.55755,23.51186,22.12078,20.34567,19.36646,3710
25.25712,21.8841,20.29327,18.3683,17.30137,3717
16.7011,15.39284,15.55246,15.67202,15.74466,8500
18.28058,17.33087,17.0559,16.92496,16.91158,6500
25.03614,22.40698,21.00073,19.12271,18.06296,3717
17.86337,17.82528,18.17041,18.46818,18.73117,9000
16.52539,15.28349,15.35288,15.43116,15.50468,8500
20.26354,19.80483,19.61534,20.06685,20.33685,9000
18.61538,17.38546,17.41912,17.50615,17.60818,8500
19.72327,19.6054,19.67625,19.76633,20.00054,5260
23.66868,23.4649,21.32219,19.26226,18.01564,3714
18.46556,17.40513,17.26321,17.24377,17.24837,7000
23.2922,22.45606,21.13198,19.18997,18.03957,3717
19.20229,18.07357,17.73403,17.58298,17.53659,5932
24.3656,23.32912,21.188,19.11576,18.04111,3714
23.59064,22.89464,21.44448,19.30528,18.15666,3714
23.87759,22.09957,20.69338,18.5533,17.40862,3717
17.80284,16.82486,16.52407,16.38928,16.35095,6500
18.61362,18.7227,19.08806,19.26754,19.49335,5777
20.68218,19.18322,18.47428,18.49817,18.21002,5059
18.44997,17.3414,16.98064,16.86098,16.82291,6038
18.65076,16.86234,17.27206,15.83952,15.59296,4775
20.2619,19.84591,20.07085,20.24502,20.4342,9000
16.28621,15.38345,15.67897,15.87936,16.04571,9500
24.33904,23.29832,21.69284,19.20699,17.87432,3717
20.00729,17.49505,16.28376,15.81433,15.57483,4246
19.65597,19.30761,19.38583,19.56396,19.70325,9000
19.36859,19.6291,20.02384,20.38807,20.68664,9000
25.27447,22.3089,20.48246,18.53581,17.49311,3714
17.88466,16.77009,16.44685,16.32799,16.31002,6000
17.78953,16.72617,16.37206,16.2244,16.19818,5790
18.68584,17.54454,17.77777,17.94374,18.05746,9500
17.53827,17.88944,18.23063,18.1601,17.99228,9500
19.71265,18.50234,18.48886,18.61386,18.66585,8500
25.24962,22.81802,21.13591,19.16889,18.13664,3717
25.28925,22.65755,21.03478,18.93969,17.78453,3717
19.19863,18.04416,17.95291,17.96686,18.01248,7500
25.54305,22.68515,21.15525,19.26358,18.19894,3717
18.64664,18.33657,18.50648,18.69255,18.82733,7652
17.60353,16.70289,16.46447,16.3799,16.36892,6500
18.74026,18.3304,18.46817,18.60675,18.74637,9000
24.52358,21.75099,20.41064,18.50441,17.43666,3717
20.59757,19.5077,19.43687,19.48642,19.50464,8554
17.62092,16.37456,16.22445,16.17427,16.15834,7000
18.05253,17.06735,16.74185,16.61092,16.55524,6500
19.66879,18.4334,18.4591,18.53885,18.6283,9000
19.99701,18.64338,18.01236,17.74555,17.57331,5704
20.42674,19.40129,19.51591,19.68371,19.88264,9500
23.76687,22.35396,20.75708,18.46321,17.27474,3717
17.64151,16.62039,16.16273,15.9822,15.90304,6000
22.60296,20.13379,18.79905,18.36164,18.09127,4382
18.56455,18.10194,18.28947,18.46793,18.75118,9000
25.23179,23.39513,21.62516,19.42859,18.19721,3717
19.36023,18.14875,17.64959,17.41033,17.35465,6000
25.61948,23.45834,21.10993,18.78625,17.46927,3717
22.54292,20.35748,18.80822,18.191,17.7887,3962
25.99447,23.0202,21.34582,19.30234,18.18373,3717
20.68972,20.2311,20.32174,20.33194,20.61602,7652
24.61027,22.45172,20.70942,18.81514,17.77901,3717
25.485,21.32249,19.95261,19.34488,20.42022,3890
18.78008,17.62665,17.66693,17.68774,17.74307,9500
18.56486,17.50136,17.36722,17.33694,17.3711,7000
24.462,20.58105,19.00884,16.99563,15.87411,3717
20.66159,19.60456,19.32766,19.29898,19.34322,6000
23.91491,20.52457,19.23527,18.68179,18.33552,3890
21.38293,19.21441,18.5057,17.78919,17.49308,4576
19.00217,17.81031,17.79539,17.84002,17.9082,8500
18.5036,17.30903,16.90048,16.74402,16.69958,5720
18.92859,17.55773,17.06355,16.90038,16.82932,5476
20.36409,19.31564,19.12319,19.03474,19.04562,7000
19.3868,18.33395,18.10581,18.0568,18.03795,7000
20.43519,20.00769,20.12301,20.29355,20.32862,7652
19.54318,18.35674,18.45974,18.5878,18.60039,9000
19.40278,19.67224,20.06502,20.45051,20.62222,9500
16.8393,15.65268,15.59074,15.6089,15.64758,8500
20.24981,19.16949,18.90537,18.8474,18.80906,6500
20.5008,19.3846,19.18891,19.18855,19.17828,7500
17.53555,16.53348,16.17365,16.04921,16.0006,6000
23.69808,21.52875,20.72211,20.38236,19.81562,4528
24.88702,22.49382,20.94504,18.93369,17.77496,3717
